formerly_dropped_feature,retained_feature,absolute_pearson_rank,strongest_retained_pair,pearson,spearman,old_removal_reason,physical_importance_inference
USFLUX,MEANJZD,16,False,-0.013832634809502522,-0.14666920660256827,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
USFLUX,MEANPOT,17,False,-0.010243404666206652,0.4812244303652681,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
USFLUX,EPSY,18,False,-0.003809227637156011,-0.03327746293066363,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
TOTUSJZ,TOTUSJH,1,True,0.9908471619339279,0.9930981565195489,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
TOTUSJZ,TOTFZ,2,False,-0.8163500872512389,-0.9438190158869076,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
TOTUSJZ,ABSNJZH,3,False,0.8029244596421572,0.8280742577996564,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
TOTUSJZ,SAVNCPP,4,False,0.7926265200992266,0.82708731307963,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
TOTUSJZ,EPSZ,5,False,0.6472466226885437,0.3963408707285739,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
TOTUSJZ,SHRGT45,6,False,0.596441046008888,0.5207972846196282,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
TOTUSJZ,R_VALUE,7,False,0.5351314504828945,0.635717875162987,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
TOTUSJZ,MEANGAM,8,False,0.5044232386689826,0.4242579912414466,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
TOTUSJZ,TOTFX,9,False,0.16093097747161048,0.2724793445588057,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
TOTUSJZ,TOTFY,10,False,-0.15852919500293072,-0.0026938237834909337,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
TOTUSJZ,MEANGBT,11,False,-0.1491306762391598,-0.2635012451874872,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
TOTUSJZ,MEANGBH,12,False,0.14394015260929502,0.13293809828046102,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
TOTUSJZ,EPSX,13,False,0.1262048447697942,0.13714302129031858,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
TOTUSJZ,MEANJZH,14,False,-0.1043834318546477,-0.05140807446500416,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
TOTUSJZ,MEANALP,15,False,-0.033376455373608116,-0.07989819872780751,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
TOTUSJZ,MEANPOT,16,False,-0.00995506018463124,0.5831356171822737,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
TOTUSJZ,MEANJZD,17,False,-0.007764077523147102,-0.11643843696441913,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
TOTUSJZ,EPSY,18,False,-0.0037621877019894047,-0.05623924875959033,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
TOTPOT,MEANPOT,1,True,0.7501601504682365,0.6980144167109836,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
TOTPOT,TOTUSJH,2,False,0.1617531076170186,0.9658101681837113,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
TOTPOT,ABSNJZH,3,False,0.13856462057523533,0.8244931311972152,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
TOTPOT,SAVNCPP,4,False,0.13309718328777112,0.8336938752683062,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
TOTPOT,TOTFZ,5,False,-0.12161023278587162,-0.9260110915636817,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
TOTPOT,EPSZ,6,False,0.11715291606040591,0.46036958712122705,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
TOTPOT,SHRGT45,7,False,0.10090025801695525,0.6122262345027847,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
TOTPOT,EPSX,8,False,0.09025188171719861,0.2047605151992872,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
TOTPOT,MEANGAM,9,False,0.08254881232496518,0.49964144733018145,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
TOTPOT,R_VALUE,10,False,0.06098045369190782,0.7209091409564234,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
TOTPOT,MEANGBH,11,False,0.04742956723093018,0.1246048284048037,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
TOTPOT,MEANJZH,12,False,-0.03541203717111432,-0.06221791729729719,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
TOTPOT,TOTFY,13,False,-0.028842397287299197,-0.01643837999243683,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
TOTPOT,TOTFX,14,False,0.028699117046278675,0.22289195883161358,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
TOTPOT,MEANJZD,15,False,-0.025852464193795686,-0.10090647888184015,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
TOTPOT,MEANALP,16,False,-0.015040469606716638,-0.09461715499675576,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
TOTPOT,MEANGBT,17,False,0.013334618700948816,-0.31024368255545215,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
TOTPOT,EPSY,18,False,0.009073938548702556,-0.024302930538204773,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
MEANGBZ,MEANGBT,1,True,0.927829471295677,0.9293034049115702,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
MEANGBZ,MEANGBH,2,False,0.7610021201258601,0.7794897545479881,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
MEANGBZ,R_VALUE,3,False,-0.3275454903280717,-0.3432221138314052,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
MEANGBZ,TOTFZ,4,False,0.1964414857885713,0.3884329408131188,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
MEANGBZ,MEANGAM,5,False,0.1840838684431545,0.30338757900514085,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
MEANGBZ,EPSZ,6,False,0.15695410252872083,0.3081325889491103,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
MEANGBZ,MEANJZD,7,False,0.13282601085657378,0.15937456511711623,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
MEANGBZ,TOTUSJH,8,False,-0.12212783055856874,-0.21477680652253378,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
MEANGBZ,SAVNCPP,9,False,-0.09334556369634787,-0.14565649796361513,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
MEANGBZ,EPSX,10,False,0.08991538322401978,0.04746044362995913,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
MEANGBZ,ABSNJZH,11,False,-0.08669086679066206,-0.14178642830436133,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
MEANGBZ,MEANALP,12,False,-0.05532477295364041,-0.0638409452542831,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
MEANGBZ,MEANJZH,13,False,-0.047881259136232986,-0.0391484578124786,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
MEANGBZ,TOTFX,14,False,-0.042505083127371335,-0.21456817868744835,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
MEANGBZ,MEANPOT,15,False,0.038762678965883285,0.2529989808715089,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
MEANGBZ,SHRGT45,16,False,-0.023901154678457225,0.09016397625216954,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
MEANGBZ,EPSY,17,False,-0.01923033687731876,-0.0075900651473969575,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
MEANGBZ,TOTFY,18,False,-0.004827539175587028,-0.017097070206590896,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
MEANSHR,SHRGT45,1,True,0.9604753804699555,0.9176057657748493,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
MEANSHR,MEANGAM,2,False,0.8931821118484943,0.8515843195933581,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
MEANSHR,EPSZ,3,False,0.8574636667581187,0.8063010152430167,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
MEANSHR,R_VALUE,4,False,0.5871371010739811,0.5778915175292897,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
MEANSHR,TOTUSJH,5,False,0.5458134600639466,0.44913366619790285,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
MEANSHR,SAVNCPP,6,False,0.48266122829157193,0.5141940091540183,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
MEANSHR,ABSNJZH,7,False,0.4775996005104589,0.4471994145070823,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
MEANSHR,TOTFZ,8,False,-0.3753885618343851,-0.28008009739674866,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
MEANSHR,MEANGBH,9,False,0.3272949862257295,0.39165634271181204,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
MEANSHR,EPSX,10,False,0.19683222499648428,0.23553225843581466,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
MEANSHR,MEANJZH,11,False,-0.10938587565325256,-0.1173223807806352,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
MEANSHR,MEANGBT,12,False,-0.0830521937133924,0.0006100008330119318,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
MEANSHR,TOTFX,13,False,0.0761224032897569,-0.0974183760666111,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
MEANSHR,EPSY,14,False,0.031792053684320414,0.006946869430805307,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
MEANSHR,TOTFY,15,False,-0.02551545156658565,-0.0009539217909952256,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
MEANSHR,MEANJZD,16,False,-0.02494034578088041,0.04697887884712572,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
MEANSHR,MEANALP,17,False,-0.02125296542478661,-0.12200098317569014,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
MEANSHR,MEANPOT,18,False,0.008373257068137692,0.827682043750013,absolute Pearson correlation > 0.98 in the legacy pipeline,none; redundancy is not lack of physical relevance
