raw,ar,harp_id,partition,observation_start,observation_end,source_file,sample_id,interval_index,anchor_time,history_start,history_end,prediction_start,followup_end,censor_reason,covered_events,event_id,event_time,event_class,event_source,sol_standard,raw_label,catalog_match,raw_label_timestamp,catalog_time_offset_hours,catalog_noaa_active_region,catalog_row_count,catalog_duplicate_row_count,catalog_conflict,catalog_alternate_records,raw_labels,source_occurrence_count,duplicate_occurrence_count,status,event,duration_hours,covered_event_count,reason,available_steps,required_steps,max_gap_minutes
ar1010,ar1010,1010,1,2011-10-26T08:00:00,2011-10-29T22:00:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition1/1010.csv,1010__event_anchor_000,0.0,2011-10-26T08:00:00,2011-10-26T08:00:00,2011-10-26T11:48:00,2011-10-26T11:48:00,2011-10-29T22:00:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,82.2,0.0,,,,
ar1012,ar1012,1012,1,2011-10-27T00:36:00,2011-11-02T21:24:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition1/1012.csv,1012__event_anchor_000,0.0,2011-10-27T00:36:00,2011-10-27T00:36:00,2011-10-27T04:24:00,2011-10-27T04:24:00,2011-11-02T21:24:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,161.0,0.0,,,,
ar1015,ar1015,1015,1,2011-10-27T08:00:00,2011-11-04T22:12:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition1/1015.csv,1015__event_anchor_000,0.0,2011-10-27T08:00:00,2011-10-27T08:00:00,2011-10-27T11:48:00,2011-10-27T11:48:00,2011-11-04T22:12:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,202.4,0.0,,,,
ar1016,ar1016,1016,1,2011-10-28T05:48:00,2011-11-06T10:00:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition1/1016.csv,1016__event_anchor_000,0.0,2011-10-28T05:48:00,2011-10-28T05:48:00,2011-10-28T09:36:00,2011-10-28T09:36:00,2011-11-06T10:00:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,216.4,0.0,,,,
ar1018,ar1018,1018,1,2011-10-29T06:36:00,2011-10-30T07:12:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition1/1018.csv,1018__event_anchor_000,0.0,2011-10-29T06:36:00,2011-10-29T06:36:00,2011-10-29T10:24:00,2011-10-29T10:24:00,2011-10-30T07:12:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,20.8,0.0,,,,
ar1019,ar1019,1019,1,2011-10-29T12:24:00,2011-11-10T20:12:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition1/1019.csv,1019__event_anchor_000,0.0,2011-10-29T12:24:00,2011-10-29T12:24:00,2011-10-29T16:12:00,2011-10-29T16:12:00,2011-10-31T14:55:00,,[],2722.0,2011-10-31T14:55:00,M1.1,goes_flares_integrated.csv,,"{""magnitude"": ""M1.1"", ""id"": 2722, ""NOAA_AR"": 11337, ""narn_source"": ""SSW"", ""verification"": ""Secondary""}",True,2011-10-31T15:00:00,-0.08333333333333333,,1.0,0.0,False,[],"[""{\""magnitude\"": \""M1.1\"", \""id\"": 2722, \""NOAA_AR\"": 11337, \""narn_source\"": \""SSW\"", \""verification\"": \""Secondary\""}""]",1.0,0.0,created,1.0,46.71666666666667,0.0,,,,
ar1019,ar1019,1019,1,2011-10-29T12:24:00,2011-11-10T20:12:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition1/1019.csv,1019__event_anchor_001,1.0,2011-10-31T14:55:00,2011-10-31T15:00:00,2011-10-31T18:48:00,2011-10-31T18:48:00,2011-11-10T20:12:00,observation_end,"[{""event_id"": 2723, ""event_time"": ""2011-10-31 17:21:00"", ""event_class"": ""M1.4"", ""event_source"": ""goes_flares_integrated.csv"", ""catalog_match"": true, ""raw_label_timestamp"": ""2011-10-31 18:00:00"", ""catalog_time_offset_hours"": -0.65, ""sol_standard"": """", ""catalog_noaa_active_region"": """", ""catalog_row_count"": 1, ""catalog_duplicate_row_count"": 0, ""catalog_conflict"": false, ""catalog_alternate_records"": [], ""raw_label"": ""{\""magnitude\"": \""M1.4\"", \""id\"": 2723, \""NOAA_AR\"": 11337, \""narn_source\"": \""SSW\"", \""verification\"": \""Secondary\""}"", ""raw_labels"": [""{\""magnitude\"": \""M1.4\"", \""id\"": 2723, \""NOAA_AR\"": 11337, \""narn_source\"": \""SSW\"", \""verification\"": \""Secondary\""}""], ""source_occurrence_count"": 1, ""duplicate_occurrence_count"": 0}]",,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,241.4,1.0,,,,
ar1021,ar1021,1021,1,2011-10-29T23:12:00,2011-11-08T00:24:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition1/1021.csv,1021__event_anchor_000,0.0,2011-10-29T23:12:00,2011-10-29T23:12:00,2011-10-30T03:00:00,2011-10-30T03:00:00,2011-11-08T00:24:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,213.4,0.0,,,,
ar1023,ar1023,1023,1,2011-10-30T16:24:00,2011-10-31T08:12:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition1/1023.csv,1023__event_anchor_000,0.0,2011-10-30T16:24:00,2011-10-30T16:24:00,2011-10-30T20:12:00,2011-10-30T20:12:00,2011-10-31T08:12:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,12.0,0.0,,,,
ar1024,ar1024,1024,1,2011-10-31T05:48:00,2011-11-05T14:36:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition1/1024.csv,1024__event_anchor_000,0.0,2011-10-31T05:48:00,2011-10-31T05:48:00,2011-10-31T09:36:00,2011-10-31T09:36:00,2011-11-05T14:36:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,125.0,0.0,,,,
ar1026,ar1026,1026,1,2011-10-31T16:12:00,2011-11-15T21:36:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition1/1026.csv,1026__event_anchor_000,0.0,2011-10-31T16:12:00,2011-10-31T16:12:00,2011-10-31T20:00:00,2011-10-31T20:00:00,2011-11-15T21:36:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,361.6,0.0,,,,
ar1027,ar1027,1027,1,2011-11-01T01:24:00,2011-11-07T13:36:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition1/1027.csv,1027__event_anchor_000,0.0,2011-11-01T01:24:00,2011-11-01T01:24:00,2011-11-01T05:12:00,2011-11-01T05:12:00,2011-11-07T13:36:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,152.4,0.0,,,,
ar1028,ar1028,1028,1,2011-11-01T02:48:00,2011-11-16T17:00:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition1/1028.csv,1028__event_anchor_000,0.0,2011-11-01T02:48:00,2011-11-01T02:48:00,2011-11-01T06:36:00,2011-11-01T06:36:00,2011-11-02T21:52:00,,[],2738.0,2011-11-02T21:52:00,M4.3,goes_flares_integrated.csv,,"{""magnitude"": ""M4.3"", ""id"": 2738, ""NOAA_AR"": 11339, ""narn_source"": ""GOES"", ""verification"": ""Primary""}",True,2011-11-02T22:00:00,-0.13333333333333333,11339.0,1.0,0.0,False,[],"[""{\""magnitude\"": \""M4.3\"", \""id\"": 2738, \""NOAA_AR\"": 11339, \""narn_source\"": \""GOES\"", \""verification\"": \""Primary\""}""]",1.0,0.0,created,1.0,39.266666666666666,0.0,,,,
ar1028,ar1028,1028,1,2011-11-01T02:48:00,2011-11-16T17:00:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition1/1028.csv,1028__event_anchor_001,1.0,2011-11-02T21:52:00,2011-11-02T22:00:00,2011-11-03T01:48:00,2011-11-03T01:48:00,2011-11-03T10:58:00,,[],2745.0,2011-11-03T10:58:00,M2.5,goes_flares_integrated.csv,,"{""magnitude"": ""M2.5"", ""id"": 2745, ""NOAA_AR"": 11339, ""narn_source"": ""GOES"", ""verification"": ""Primary""}",True,2011-11-03T11:00:00,-0.03333333333333333,11339.0,1.0,0.0,False,[],"[""{\""magnitude\"": \""M2.5\"", \""id\"": 2745, \""NOAA_AR\"": 11339, \""narn_source\"": \""GOES\"", \""verification\"": \""Primary\""}""]",1.0,0.0,created,1.0,9.166666666666666,0.0,,,,
ar1028,ar1028,1028,1,2011-11-01T02:48:00,2011-11-16T17:00:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition1/1028.csv,1028__event_anchor_002,2.0,2011-11-03T10:58:00,2011-11-03T11:00:00,2011-11-03T14:48:00,2011-11-03T14:48:00,2011-11-03T20:16:00,,[],2750.0,2011-11-03T20:16:00,X1.9,goes_flares_integrated.csv,,"{""magnitude"": ""X1.9"", ""id"": 2750, ""NOAA_AR"": 11339, ""narn_source"": ""GOES"", ""verification"": ""Primary""}",True,2011-11-03T20:24:00,-0.13333333333333333,11339.0,1.0,0.0,False,[],"[""{\""magnitude\"": \""X1.9\"", \""id\"": 2750, \""NOAA_AR\"": 11339, \""narn_source\"": \""GOES\"", \""verification\"": \""Primary\""}""]",1.0,0.0,created,1.0,5.466666666666667,0.0,,,,
ar1028,ar1028,1028,1,2011-11-01T02:48:00,2011-11-16T17:00:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition1/1028.csv,1028__event_anchor_003,3.0,2011-11-03T20:16:00,2011-11-03T20:24:00,2011-11-04T00:12:00,2011-11-04T00:12:00,2011-11-04T20:31:00,,"[{""event_id"": 2754, ""event_time"": ""2011-11-03 23:28:00"", ""event_class"": ""M2.1"", ""event_source"": ""goes_flares_integrated.csv"", ""catalog_match"": true, ""raw_label_timestamp"": ""2011-11-03 23:36:00"", ""catalog_time_offset_hours"": -0.13333333333333333, ""sol_standard"": """", ""catalog_noaa_active_region"": ""11339.0"", ""catalog_row_count"": 1, ""catalog_duplicate_row_count"": 0, ""catalog_conflict"": false, ""catalog_alternate_records"": [], ""raw_label"": ""{\""magnitude\"": \""M2.1\"", \""id\"": 2754, \""NOAA_AR\"": 11339, \""narn_source\"": \""GOES\"", \""verification\"": \""Primary\""}"", ""raw_labels"": [""{\""magnitude\"": \""M2.1\"", \""id\"": 2754, \""NOAA_AR\"": 11339, \""narn_source\"": \""GOES\"", \""verification\"": \""Primary\""}""], ""source_occurrence_count"": 1, ""duplicate_occurrence_count"": 0}]",2760.0,2011-11-04T20:31:00,M1.0,goes_flares_integrated.csv,,"{""magnitude"": ""M1.0"", ""id"": 2760, ""NOAA_AR"": 11339, ""narn_source"": ""GOES"", ""verification"": ""Primary""}",True,2011-11-04T20:36:00,-0.08333333333333333,11339.0,1.0,0.0,False,[],"[""{\""magnitude\"": \""M1.0\"", \""id\"": 2760, \""NOAA_AR\"": 11339, \""narn_source\"": \""GOES\"", \""verification\"": \""Primary\""}""]",1.0,0.0,created,1.0,20.316666666666666,1.0,,,,
ar1028,ar1028,1028,1,2011-11-01T02:48:00,2011-11-16T17:00:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition1/1028.csv,1028__event_anchor_004,4.0,2011-11-04T20:31:00,2011-11-04T20:36:00,2011-11-05T00:24:00,2011-11-05T00:24:00,2011-11-05T03:08:00,,[],2763.0,2011-11-05T03:08:00,M3.7,goes_flares_integrated.csv,,"{""magnitude"": ""M3.7"", ""id"": 2763, ""NOAA_AR"": 11339, ""narn_source"": ""GOES"", ""verification"": ""Primary""}",True,2011-11-05T03:24:00,-0.26666666666666666,11339.0,1.0,0.0,False,[],"[""{\""magnitude\"": \""M3.7\"", \""id\"": 2763, \""NOAA_AR\"": 11339, \""narn_source\"": \""GOES\"", \""verification\"": \""Primary\""}""]",1.0,0.0,created,1.0,2.7333333333333334,0.0,,,,
ar1028,ar1028,1028,1,2011-11-01T02:48:00,2011-11-16T17:00:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition1/1028.csv,1028__event_anchor_005,5.0,2011-11-05T03:08:00,2011-11-05T03:12:00,2011-11-05T07:00:00,2011-11-05T07:00:00,2011-11-05T11:10:00,,[],2766.0,2011-11-05T11:10:00,M1.1,goes_flares_integrated.csv,,"{""magnitude"": ""M1.1"", ""id"": 2766, ""NOAA_AR"": 11339, ""narn_source"": ""GOES"", ""verification"": ""Primary""}",True,2011-11-05T11:12:00,-0.03333333333333333,11339.0,1.0,0.0,False,[],"[""{\""magnitude\"": \""M1.1\"", \""id\"": 2766, \""NOAA_AR\"": 11339, \""narn_source\"": \""GOES\"", \""verification\"": \""Primary\""}""]",1.0,0.0,created,1.0,4.166666666666667,0.0,,,,
ar1028,ar1028,1028,1,2011-11-01T02:48:00,2011-11-16T17:00:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition1/1028.csv,1028__event_anchor_006,6.0,2011-11-05T11:10:00,2011-11-05T11:12:00,2011-11-05T15:00:00,2011-11-05T15:00:00,2011-11-05T20:31:00,,[],2768.0,2011-11-05T20:31:00,M1.8,goes_flares_integrated.csv,,"{""magnitude"": ""M1.8"", ""id"": 2768, ""NOAA_AR"": 11339, ""narn_source"": ""GOES"", ""verification"": ""Primary""}",True,2011-11-05T20:36:00,-0.08333333333333333,11339.0,1.0,0.0,False,[],"[""{\""magnitude\"": \""M1.8\"", \""id\"": 2768, \""NOAA_AR\"": 11339, \""narn_source\"": \""GOES\"", \""verification\"": \""Primary\""}""]",1.0,0.0,created,1.0,5.516666666666667,0.0,,,,
ar1028,ar1028,1028,1,2011-11-01T02:48:00,2011-11-16T17:00:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition1/1028.csv,1028__event_anchor_007,7.0,2011-11-05T20:31:00,2011-11-05T20:36:00,2011-11-06T00:24:00,2011-11-06T00:24:00,2011-11-06T00:46:00,,[],2770.0,2011-11-06T00:46:00,M1.2,goes_flares_integrated.csv,,"{""magnitude"": ""M1.2"", ""id"": 2770, ""NOAA_AR"": 11339, ""narn_source"": ""GOES"", ""verification"": ""Primary""}",True,2011-11-06T01:00:00,-0.23333333333333334,11339.0,1.0,0.0,False,[],"[""{\""magnitude\"": \""M1.2\"", \""id\"": 2770, \""NOAA_AR\"": 11339, \""narn_source\"": \""GOES\"", \""verification\"": \""Primary\""}""]",1.0,0.0,created,1.0,0.36666666666666664,0.0,,,,
ar1028,ar1028,1028,1,2011-11-01T02:48:00,2011-11-16T17:00:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition1/1028.csv,1028__event_anchor_008,8.0,2011-11-06T00:46:00,2011-11-06T00:48:00,2011-11-06T04:36:00,2011-11-06T04:36:00,2011-11-06T06:14:00,,[],2773.0,2011-11-06T06:14:00,M1.4,goes_flares_integrated.csv,,"{""magnitude"": ""M1.4"", ""id"": 2773, ""NOAA_AR"": 11339, ""narn_source"": ""GOES"", ""verification"": ""Primary""}",True,2011-11-06T06:24:00,-0.16666666666666666,11339.0,1.0,0.0,False,[],"[""{\""magnitude\"": \""M1.4\"", \""id\"": 2773, \""NOAA_AR\"": 11339, \""narn_source\"": \""GOES\"", \""verification\"": \""Primary\""}""]",1.0,0.0,created,1.0,1.6333333333333333,0.0,,,,
ar1028,ar1028,1028,1,2011-11-01T02:48:00,2011-11-16T17:00:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition1/1028.csv,1028__event_anchor_009,9.0,2011-11-06T06:14:00,2011-11-06T06:24:00,2011-11-06T10:12:00,2011-11-06T10:12:00,2011-11-15T09:03:00,,[],2815.0,2011-11-15T09:03:00,M1.2,goes_flares_integrated.csv,,"{""magnitude"": ""M1.2"", ""id"": 2815, ""NOAA_AR"": 11348, ""narn_source"": ""GOES"", ""verification"": ""Primary""}",True,2011-11-15T09:12:00,-0.15,11348.0,1.0,0.0,False,[],"[""{\""magnitude\"": \""M1.2\"", \""id\"": 2815, \""NOAA_AR\"": 11348, \""narn_source\"": \""GOES\"", \""verification\"": \""Primary\""}""]",1.0,0.0,created,1.0,214.85,0.0,,,,
ar1028,ar1028,1028,1,2011-11-01T02:48:00,2011-11-16T17:00:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition1/1028.csv,1028__event_anchor_010,10.0,2011-11-15T09:03:00,2011-11-15T09:12:00,2011-11-15T13:00:00,2011-11-15T13:00:00,2011-11-15T22:27:00,,[],2821.0,2011-11-15T22:27:00,M1.1,goes_flares_integrated.csv,,"{""magnitude"": ""M1.1"", ""id"": 2821, ""NOAA_AR"": 11348, ""narn_source"": ""GOES"", ""verification"": ""Primary""}",True,2011-11-15T22:24:00,0.05,11348.0,1.0,0.0,False,[],"[""{\""magnitude\"": \""M1.1\"", \""id\"": 2821, \""NOAA_AR\"": 11348, \""narn_source\"": \""GOES\"", \""verification\"": \""Primary\""}""]",1.0,0.0,created,1.0,9.45,0.0,,,,
ar1028,ar1028,1028,1,2011-11-01T02:48:00,2011-11-16T17:00:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition1/1028.csv,1028__event_anchor_011,11.0,2011-11-15T22:27:00,2011-11-15T22:36:00,2011-11-16T02:24:00,2011-11-16T02:24:00,2011-11-16T17:00:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,14.6,0.0,,,,
ar1029,ar1029,1029,1,2011-11-01T03:12:00,2011-11-03T22:48:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition1/1029.csv,1029__event_anchor_000,0.0,2011-11-01T03:12:00,2011-11-01T03:12:00,2011-11-01T07:00:00,2011-11-01T07:00:00,2011-11-03T22:48:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,63.8,0.0,,,,
ar1030,ar1030,1030,1,2011-11-01T07:24:00,2011-11-02T15:24:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition1/1030.csv,1030__event_anchor_000,0.0,2011-11-01T07:24:00,2011-11-01T07:24:00,2011-11-01T11:12:00,2011-11-01T11:12:00,2011-11-02T15:24:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,28.2,0.0,,,,
ar1035,ar1035,1035,1,2011-11-02T17:24:00,2011-11-06T03:36:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition1/1035.csv,1035__event_anchor_000,0.0,2011-11-02T17:24:00,2011-11-02T17:24:00,2011-11-02T21:12:00,2011-11-02T21:12:00,2011-11-06T03:36:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,78.4,0.0,,,,
ar1036,ar1036,1036,1,2011-11-02T20:24:00,2011-11-05T21:00:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition1/1036.csv,1036__event_anchor_000,0.0,2011-11-02T20:24:00,2011-11-02T20:24:00,2011-11-03T00:12:00,2011-11-03T00:12:00,2011-11-05T21:00:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,68.8,0.0,,,,
ar1038,ar1038,1038,1,2011-11-04T05:12:00,2011-11-17T07:00:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition1/1038.csv,1038__event_anchor_000,0.0,2011-11-04T05:12:00,2011-11-04T05:12:00,2011-11-04T09:00:00,2011-11-04T09:00:00,2011-11-17T07:00:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,310.0,0.0,,,,
ar1039,ar1039,1039,1,2011-11-04T07:12:00,2011-11-04T19:12:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition1/1039.csv,1039__event_anchor_000,0.0,2011-11-04T07:12:00,2011-11-04T07:12:00,2011-11-04T11:00:00,2011-11-04T11:00:00,2011-11-04T19:12:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,8.2,0.0,,,,
ar104,ar104,104,1,2010-07-27T19:36:00,2010-08-10T04:24:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition1/104.csv,104__event_anchor_000,0.0,2010-07-27T19:36:00,2010-07-27T19:36:00,2010-07-27T23:24:00,2010-07-27T23:24:00,2010-08-10T04:24:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,317.0,0.0,,,,
ar1041,ar1041,1041,1,2011-11-05T00:12:00,2011-11-18T19:24:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition1/1041.csv,1041__event_anchor_000,0.0,2011-11-05T00:12:00,2011-11-05T00:12:00,2011-11-05T04:00:00,2011-11-05T04:00:00,2011-11-09T13:04:00,,[],2789.0,2011-11-09T13:04:00,M1.1,goes_flares_integrated.csv,,"{""magnitude"": ""M1.1"", ""id"": 2789, ""NOAA_AR"": 11342, ""narn_source"": ""GOES"", ""verification"": ""Primary""}",True,2011-11-09T13:24:00,-0.3333333333333333,11342.0,1.0,0.0,False,[],"[""{\""magnitude\"": \""M1.1\"", \""id\"": 2789, \""NOAA_AR\"": 11342, \""narn_source\"": \""GOES\"", \""verification\"": \""Primary\""}""]",1.0,0.0,created,1.0,105.06666666666666,0.0,,,,
ar1041,ar1041,1041,1,2011-11-05T00:12:00,2011-11-18T19:24:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition1/1041.csv,1041__event_anchor_001,1.0,2011-11-09T13:04:00,2011-11-09T13:12:00,2011-11-09T17:00:00,2011-11-09T17:00:00,2011-11-18T19:24:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,218.4,0.0,,,,
ar1043,ar1043,1043,1,2011-11-05T05:24:00,2011-11-07T13:36:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition1/1043.csv,1043__event_anchor_000,0.0,2011-11-05T05:24:00,2011-11-05T05:24:00,2011-11-05T09:12:00,2011-11-05T09:12:00,2011-11-07T13:36:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,52.4,0.0,,,,
ar1045,ar1045,1045,1,2011-11-05T16:36:00,2011-11-06T09:12:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition1/1045.csv,1045__event_anchor_000,0.0,2011-11-05T16:36:00,2011-11-05T16:36:00,2011-11-05T20:24:00,2011-11-05T20:24:00,2011-11-06T09:12:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,12.8,0.0,,,,
ar1046,ar1046,1046,1,2011-11-05T23:12:00,2011-11-19T20:36:00,/home/lxc/Solar_Flare/data/SWAN/SWAN/partition1/1046.csv,1046__event_anchor_000,0.0,2011-11-05T23:12:00,2011-11-05T23:12:00,2011-11-06T03:00:00,2011-11-06T03:00:00,2011-11-19T20:36:00,observation_end,[],,,,,,,,,,,0.0,0.0,False,[],[],0.0,0.0,created,0.0,329.6,0.0,,,,
